id,nama,alamat,rating,jumlah_review,deskripsi,koordinat,url,provinsi,foto,kategori
744,Batu Termanu,"Onotali, Kec. Rote Tengah, Nusa Tenggara Tim.",4.7,169,"Wisata Batu Termanu adalah sebuah wisata yang terletak di Onotali, Kec. Rote Tengah, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.6741859, 'longitude': 123.0952443}",https://www.google.com/maps/place/Batu+Termanu/data=!4m7!3m6!1s0x2c56d33b505839d7:0x6f48315944dabb10!8m2!3d-10.6741859!4d123.0952443!16s%2Fg%2F11c1sjglxl!19sChIJ1zlYUDvTViwRELvaRFkxSG8?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqo53cA8QkV_wq-mt7oligQ8b_59uxYmWaLFwfldT-Jb2BaN2hR-Y9ebN7tsktVnQedkccx4SclNL5vwnAW9JdF3KNQDI98z_3HEDg5GwmmIMS75Z8tFTYbUMN1QYeQVMgubGBEug=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqo53cA8QkV_wq-mt7oligQ8b_59uxYmWaLFwfldT-Jb2BaN2hR-Y9ebN7tsktVnQedkccx4SclNL5vwnAW9JdF3KNQDI98z_3HEDg5GwmmIMS75Z8tFTYbUMN1QYeQVMgubGBEug=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqo53cA8QkV_wq-mt7oligQ8b_59uxYmWaLFwfldT-Jb2BaN2hR-Y9ebN7tsktVnQedkccx4SclNL5vwnAW9JdF3KNQDI98z_3HEDg5GwmmIMS75Z8tFTYbUMN1QYeQVMgubGBEug=w529-h298-k-no']",['lainnya']
745,Wisata Goa Monyet,"Jalan Doktor Samratulangi Raya, Klp. Lima, Kec. Klp. Lima",4.0,291,"Wisata Goa Monyet adalah sebuah wisata yang terletak di Jalan Doktor Samratulangi Raya, Klp. Lima, Kec. Klp. Lima, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.1506092, 'longitude': 123.6141317}",https://www.google.com/maps/place/Wisata+Goa+Monyet/data=!4m7!3m6!1s0x2c569cceb4904161:0xddaa6f0bfbb8979e!8m2!3d-10.1506092!4d123.6141317!16s%2Fg%2F1hm30xkgk!19sChIJYUGQtM6cViwRnpe4-wtvqt0?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8ILh5DlRjxRZhwI1iydxuvXe_R1_tuHtU2m7wF-8uYkgvX4p6b9GE4j0Hjxjltqp_kmugCoBP3F4LksJzxz7G_iMZjGovm1sCYgfY89-d2NyXaf-U2Hw7f1Ej1sggGNTDJko=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8ILh5DlRjxRZhwI1iydxuvXe_R1_tuHtU2m7wF-8uYkgvX4p6b9GE4j0Hjxjltqp_kmugCoBP3F4LksJzxz7G_iMZjGovm1sCYgfY89-d2NyXaf-U2Hw7f1Ej1sggGNTDJko=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8ILh5DlRjxRZhwI1iydxuvXe_R1_tuHtU2m7wF-8uYkgvX4p6b9GE4j0Hjxjltqp_kmugCoBP3F4LksJzxz7G_iMZjGovm1sCYgfY89-d2NyXaf-U2Hw7f1Ej1sggGNTDJko=w397-h298-k-no']",['goa']
746,Waerebo Village,"Satar Lenda, Kec. Satar Mese Bar., Nusa Tenggara Tim.",4.7,1.080,"Wisata Waerebo Village adalah sebuah wisata yang terletak di Satar Lenda, Kec. Satar Mese Bar., Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.7691132, 'longitude': 120.2841863}",https://www.google.com/maps/place/Waerebo+Village/data=!4m7!3m6!1s0x2db36459b2e80e9d:0xce74c6b87dcb8a88!8m2!3d-8.7691132!4d120.2841863!16s%2Fg%2F11b6bn90h1!19sChIJnQ7osllksy0RiIrLfbjGdM4?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXzQtmeAorbBrWyRfQunHnqkV7uhVUR8BsBk4qJaiU3I7N5lVYSGljq7G1_HnwthTEFLKwEoPsgwkLk5zzKyehyiZfkKHFokiMZtB5Af9jcTdyMJnZomtD3kzaDkCMrBVx-sih=w128-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXzQtmeAorbBrWyRfQunHnqkV7uhVUR8BsBk4qJaiU3I7N5lVYSGljq7G1_HnwthTEFLKwEoPsgwkLk5zzKyehyiZfkKHFokiMZtB5Af9jcTdyMJnZomtD3kzaDkCMrBVx-sih=w408-h272-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npXzQtmeAorbBrWyRfQunHnqkV7uhVUR8BsBk4qJaiU3I7N5lVYSGljq7G1_HnwthTEFLKwEoPsgwkLk5zzKyehyiZfkKHFokiMZtB5Af9jcTdyMJnZomtD3kzaDkCMrBVx-sih=w446-h298-k-no']",['lainnya']
747,Pulau Sabolo,"Pasir Putih, Kec. Komodo, Nusa Tenggara Tim.",4.9,121,"Wisata Pulau Sabolo adalah sebuah wisata yang terletak di Pasir Putih, Kec. Komodo, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.3975575, 'longitude': 119.8094883}",https://www.google.com/maps/place/Pulau+Sabolo/data=!4m7!3m6!1s0x2db46991747ea467:0x6971cb071042608e!8m2!3d-8.3975575!4d119.8094883!16s%2Fg%2F11pt_2_636!19sChIJZ6R-dJFptC0RjmBCEAfLcWk?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprtNN0Y7dHxMlataLgcx_9_o5ycYBL_pMhA4n7JBFdmw_tCzusWg3_BnPuMVhebhZGDDjydLFeE-QGlzepaJX70x0rd6pfXo4VAV-6scM4GreoBMprGwXift29OsV6b4IHCHlZ=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprtNN0Y7dHxMlataLgcx_9_o5ycYBL_pMhA4n7JBFdmw_tCzusWg3_BnPuMVhebhZGDDjydLFeE-QGlzepaJX70x0rd6pfXo4VAV-6scM4GreoBMprGwXift29OsV6b4IHCHlZ=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nprtNN0Y7dHxMlataLgcx_9_o5ycYBL_pMhA4n7JBFdmw_tCzusWg3_BnPuMVhebhZGDDjydLFeE-QGlzepaJX70x0rd6pfXo4VAV-6scM4GreoBMprGwXift29OsV6b4IHCHlZ=w224-h298-k-no']",['pulau']
748,Bukit Mando'o,"Kuli, Kec. Lobalain, Nusa Tenggara Tim.",4.6,112,"Wisata Bukit Mando'o adalah sebuah wisata yang terletak di Kuli, Kec. Lobalain, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.8504094, 'longitude': 123.0740786}",https://www.google.com/maps/place/Bukit+Mando%27o/data=!4m7!3m6!1s0x2c50d4b23a943029:0x642a35872518ff49!8m2!3d-10.8504094!4d123.0740786!16s%2Fg%2F11c4bjysq2!19sChIJKTCUOrLUUCwRSf8YJYc1KmQ?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noI324sbDphex_Ja241b2jXdMv8bTgBrs5r5nxnvvR7D08W3ddiiE4WVWKm22pSOkTunzUrJY6JUeEFQZMtql8jc6_-HZN7iNLEvLAxD09T8_Y0dklcANBtVjmKt_r1RQ5l1zb8Zw=w99-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noI324sbDphex_Ja241b2jXdMv8bTgBrs5r5nxnvvR7D08W3ddiiE4WVWKm22pSOkTunzUrJY6JUeEFQZMtql8jc6_-HZN7iNLEvLAxD09T8_Y0dklcANBtVjmKt_r1RQ5l1zb8Zw=w408-h353-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZu6qE406n4cJyfzGmH89nRQDz-DvOaXCd-2Pp1spzu7hvERe9_7fegAWuM9WGKruTKJDtSoercEuu0A19NirwaoXZHRj-PCg1shWiDb00nmsXEang_PHMcnTDtt_IIJ8XvFZ1tQ=w397-h298-k-no']",['gunung']
749,Desa Wisata Golo Loni,"Jln.Trans Flores, Golo Loni, Kec. Rana Mese",3.8,10,"Wisata Desa Wisata Golo Loni adalah sebuah wisata yang terletak di Jln.Trans Flores, Golo Loni, Kec. Rana Mese, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -8.6646639, 'longitude': 120.5615921}",https://www.google.com/maps/place/Desa+Wisata+Golo+Loni/data=!4m7!3m6!1s0x2db30de6e394e0e7:0x2f89fce6019c73a5!8m2!3d-8.6646639!4d120.5615921!16s%2Fg%2F11s39l0cv7!19sChIJ5-CU4-YNsy0RpXOcAeb8iS8?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWS21bDqNHpioadfTEwpQrG10DEl22sUMBV7EFI6uITCI-8NOtyFazSSjVkJGQN-emfJO4pRLiya1A0k8r78gVSZEVZDT8dawNT1Qomkv8E-q0b67UEujjh_7VTLpfnUx30Cm08w=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWS21bDqNHpioadfTEwpQrG10DEl22sUMBV7EFI6uITCI-8NOtyFazSSjVkJGQN-emfJO4pRLiya1A0k8r78gVSZEVZDT8dawNT1Qomkv8E-q0b67UEujjh_7VTLpfnUx30Cm08w=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqWS21bDqNHpioadfTEwpQrG10DEl22sUMBV7EFI6uITCI-8NOtyFazSSjVkJGQN-emfJO4pRLiya1A0k8r78gVSZEVZDT8dawNT1Qomkv8E-q0b67UEujjh_7VTLpfnUx30Cm08w=w530-h298-k-no']",['lainnya']
750,Wisata Alam Nausus,"Fatukoto, Kec. Mollo Utara, Nusa Tenggara Tim.",4.8,79,"Wisata Alam Nausus adalah sebuah wisata yang terletak di Fatukoto, Kec. Mollo Utara, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -9.7101624, 'longitude': 124.2277409}",https://www.google.com/maps/place/Wisata+Alam+Nausus/data=!4m7!3m6!1s0x2c5594ba5252af81:0xa5ee40a02ec4debc!8m2!3d-9.7101624!4d124.2277409!16s%2Fg%2F11hbl8hkgm!19sChIJga9SUrqUVSwRvN7ELqBA7qU?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4no56vNx9SQQrnSE-vPG6I_dRmTWuNSpg7cFyJ94uZPqQMYHD44XibRCefDpY_7brOzFSR015geFK5vsnalII35uiOua9wyDzAAFNZYfUXKg5HOwxeR-l5zoZ211F0MU0-OIH237=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no56vNx9SQQrnSE-vPG6I_dRmTWuNSpg7cFyJ94uZPqQMYHD44XibRCefDpY_7brOzFSR015geFK5vsnalII35uiOua9wyDzAAFNZYfUXKg5HOwxeR-l5zoZ211F0MU0-OIH237=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4no56vNx9SQQrnSE-vPG6I_dRmTWuNSpg7cFyJ94uZPqQMYHD44XibRCefDpY_7brOzFSR015geFK5vsnalII35uiOua9wyDzAAFNZYfUXKg5HOwxeR-l5zoZ211F0MU0-OIH237=w224-h298-k-no']",['wisata_alam']
751,"Bukit Fatusuba ( Wisata Goa Kupang ) - Bonen, Baumata","Unnamed Road, Baumata, Kec. Taebenu, Nusa Tenggara Tim.",4.8,12,"Wisata Bukit Fatusuba ( Wisata Goa Kupang ) - Bonen, Baumata adalah sebuah wisata yang terletak di Unnamed Road, Baumata, Kec. Taebenu, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.2069196, 'longitude': 123.6634397}","https://www.google.com/maps/place/Bukit+Fatusuba+%28+Wisata+Goa+Kupang+%29+-+Bonen,+Baumata/data=!4m7!3m6!1s0x2c568584792c14b3:0x1792e429b6b2551b!8m2!3d-10.2069196!4d123.6634397!16s%2Fg%2F11rcnv4kbc!19sChIJsxQseYSFViwRG1Wytinkkhc?authuser=0&hl=id&rclk=1",Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZJC21dNs7s-vCoZfYj1NoVXRBP7t3TiUoSiGmAacacu38HMMPXpwFqUhq1TmmIfjb50moF5Of4_YYN1Z7TLqzEAoBGBFZxVdULmMRFAYK3t8adfTTIqy8QdsksJrlyNgIN5Tp=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZJC21dNs7s-vCoZfYj1NoVXRBP7t3TiUoSiGmAacacu38HMMPXpwFqUhq1TmmIfjb50moF5Of4_YYN1Z7TLqzEAoBGBFZxVdULmMRFAYK3t8adfTTIqy8QdsksJrlyNgIN5Tp=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noZJC21dNs7s-vCoZfYj1NoVXRBP7t3TiUoSiGmAacacu38HMMPXpwFqUhq1TmmIfjb50moF5Of4_YYN1Z7TLqzEAoBGBFZxVdULmMRFAYK3t8adfTTIqy8QdsksJrlyNgIN5Tp=w224-h298-k-no']","['gunung', 'goa']"
752,Pantai Uiasa,"Uiasa, Kec. Semau, Nusa Tenggara Tim.",4.5,44,"Wisata Pantai Uiasa adalah sebuah wisata yang terletak di Uiasa, Kec. Semau, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.1472987, 'longitude': 123.4648352}",https://www.google.com/maps/place/Pantai+Uiasa/data=!4m7!3m6!1s0x2c569fa3a0790023:0xe1f36656e5dfd362!8m2!3d-10.1472987!4d123.4648352!16s%2Fg%2F11f3q612y1!19sChIJIwB5oKOfViwRYtPf5VZm8-E?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-R1zf5cnrurnyMtFHPZ0MWHsx39JA5V4NGNihDiRo8ZAww2DyTnrR_hHVjTf68BJ9b2MS1ZCxFBl8iCtfDxlxB4xYmAmcyVW5RsSXe2IrK4OgQry16OhxIYsZ5sifMNQ0nZ5y=w129-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-R1zf5cnrurnyMtFHPZ0MWHsx39JA5V4NGNihDiRo8ZAww2DyTnrR_hHVjTf68BJ9b2MS1ZCxFBl8iCtfDxlxB4xYmAmcyVW5RsSXe2IrK4OgQry16OhxIYsZ5sifMNQ0nZ5y=w408-h272-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4np-R1zf5cnrurnyMtFHPZ0MWHsx39JA5V4NGNihDiRo8ZAww2DyTnrR_hHVjTf68BJ9b2MS1ZCxFBl8iCtfDxlxB4xYmAmcyVW5RsSXe2IrK4OgQry16OhxIYsZ5sifMNQ0nZ5y=w447-h298-k-no']",['pantai']
753,Gua Maria Bikono,"Baumata, Kec. Taebenu, Nusa Tenggara Tim.",4.8,41,"Wisata Gua Maria Bikono adalah sebuah wisata yang terletak di Baumata, Kec. Taebenu, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.2012733, 'longitude': 123.6709824}",https://www.google.com/maps/place/Gua+Maria+Bikono/data=!4m7!3m6!1s0x2c56859b61e5e72d:0xed02bb3760e23de0!8m2!3d-10.2012733!4d123.6709824!16s%2Fg%2F11j48ww_dj!19sChIJLeflYZuFViwR4D3iYDe7Au0?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4notJf0VljCp5RP4kpiXc9IJoQA7wXb6VnX-V3k_E-MdG5nKpQz-c2li_2jmne4HLANGkdYa5Mh00ojQ_qWYfM4Lk9kxkOaaluxr-EgWssjEVAkZ_WDRmI-5RG2_3cC2KpaX3V8ncQ=w86-h114-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4notJf0VljCp5RP4kpiXc9IJoQA7wXb6VnX-V3k_E-MdG5nKpQz-c2li_2jmne4HLANGkdYa5Mh00ojQ_qWYfM4Lk9kxkOaaluxr-EgWssjEVAkZ_WDRmI-5RG2_3cC2KpaX3V8ncQ=w408-h544-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4notJf0VljCp5RP4kpiXc9IJoQA7wXb6VnX-V3k_E-MdG5nKpQz-c2li_2jmne4HLANGkdYa5Mh00ojQ_qWYfM4Lk9kxkOaaluxr-EgWssjEVAkZ_WDRmI-5RG2_3cC2KpaX3V8ncQ=w224-h298-k-no']",['goa']
754,Waikuri Lagoon,"Desa, Kalena Rongo, Kec. Kodi Utara, Nusa Tenggara Tim.",4.7,1.506,"Wisata Waikuri Lagoon adalah sebuah wisata yang terletak di Desa, Kalena Rongo, Kec. Kodi Utara, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -9.4909691, 'longitude': 118.9598404}",https://www.google.com/maps/place/Waikuri+Lagoon/data=!4m7!3m6!1s0x2c4ab9f3e14e9847:0x3915b7886efa48b6!8m2!3d-9.4909691!4d118.9598404!16s%2Fg%2F11gf62gmv9!19sChIJR5hO4fO5SiwRtkj6boi3FTk?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHQDBdUzhUaAp0QouR3o3yYofmlQwo2NygyDa18AZu3u7vcxA4kxVhTmEHjimqAIm5O4vAax5N3duiFJcOIRlXmONqQgFfEkV7Gd0rsu5qkNP2qatdaMYJDWz12aiwUl1ttPMxiA=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHQDBdUzhUaAp0QouR3o3yYofmlQwo2NygyDa18AZu3u7vcxA4kxVhTmEHjimqAIm5O4vAax5N3duiFJcOIRlXmONqQgFfEkV7Gd0rsu5qkNP2qatdaMYJDWz12aiwUl1ttPMxiA=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHQDBdUzhUaAp0QouR3o3yYofmlQwo2NygyDa18AZu3u7vcxA4kxVhTmEHjimqAIm5O4vAax5N3duiFJcOIRlXmONqQgFfEkV7Gd0rsu5qkNP2qatdaMYJDWz12aiwUl1ttPMxiA=w397-h298-k-no']",['lainnya']
755,Pantai Paradiso,"Klp. Lima, Kec. Klp. Lima, Nusa Tenggara Tim.",4.3,381,"Wisata Pantai Paradiso adalah sebuah wisata yang terletak di Klp. Lima, Kec. Klp. Lima, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -10.1409587, 'longitude': 123.6266006}",https://www.google.com/maps/place/Pantai+Paradiso/data=!4m7!3m6!1s0x2c5683294eaf4d3b:0xf446c6083f36fe0!8m2!3d-10.1409587!4d123.6266006!16s%2Fg%2F11fy92rnjx!19sChIJO02vTimDViwR4G_zg2BsRA8?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUM2pcLwFQ3R5cAU3D81G7h6ez-H4TzNIowFjpJNHdX9UJycmImyWr2EpipDn9JFUaHEQ-gvx17p1PuN0Z8LdvQaHYkV4wKdU9ng9doWKIxMERw063g2MAf3xkHzUOAJkc1RBow=w152-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUM2pcLwFQ3R5cAU3D81G7h6ez-H4TzNIowFjpJNHdX9UJycmImyWr2EpipDn9JFUaHEQ-gvx17p1PuN0Z8LdvQaHYkV4wKdU9ng9doWKIxMERw063g2MAf3xkHzUOAJkc1RBow=w426-h240-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaUM2pcLwFQ3R5cAU3D81G7h6ez-H4TzNIowFjpJNHdX9UJycmImyWr2EpipDn9JFUaHEQ-gvx17p1PuN0Z8LdvQaHYkV4wKdU9ng9doWKIxMERw063g2MAf3xkHzUOAJkc1RBow=w529-h298-k-no']",['pantai']
756,Pantai Tarimbang,"Tarimbang, Kec. Tabundung, Nusa Tenggara Tim.",4.7,167,"Wisata Pantai Tarimbang adalah sebuah wisata yang terletak di Tarimbang, Kec. Tabundung, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -9.9728579, 'longitude': 119.9458569}",https://www.google.com/maps/place/Pantai+Tarimbang/data=!4m7!3m6!1s0x2c4b9b197a75258b:0x7e882d8dc051e9b1!8m2!3d-9.9728579!4d119.9458569!16s%2Fg%2F11cn0mj8qj!19sChIJiyV1ehmbSywRselRwI0tiH4?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJnudsBz1YHVMJIGixCNONd0ZVy7zfWxS6Xx8ay3Bxfo8D3T022sEEso8519etKOeq6TA5UPOULlO7VJWAgYxNzipJJ6Hk1dBCthkFgqadeU573izjC4k2s1fZD70m4P5exprD=w129-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJnudsBz1YHVMJIGixCNONd0ZVy7zfWxS6Xx8ay3Bxfo8D3T022sEEso8519etKOeq6TA5UPOULlO7VJWAgYxNzipJJ6Hk1dBCthkFgqadeU573izjC4k2s1fZD70m4P5exprD=w408-h270-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrJnudsBz1YHVMJIGixCNONd0ZVy7zfWxS6Xx8ay3Bxfo8D3T022sEEso8519etKOeq6TA5UPOULlO7VJWAgYxNzipJJ6Hk1dBCthkFgqadeU573izjC4k2s1fZD70m4P5exprD=w449-h298-k-no']",['pantai']
757,Pantai Marosi,"Jln. Marosi, Patiala Bawa, Kec. Lamboya, Nusa Tenggara Tim.",4.6,98,"Wisata Pantai Marosi adalah sebuah wisata yang terletak di Jln. Marosi, Patiala Bawa, Kec. Lamboya, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -9.7621423, 'longitude': 119.3144131}",https://www.google.com/maps/place/Pantai+Marosi/data=!4m7!3m6!1s0x2c4afb52b3c26383:0xb6ae3800272803d!8m2!3d-9.7621423!4d119.3144131!16s%2Fg%2F11cmd3195d!19sChIJg2PCs1L7SiwRPYByAoDjags?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npD8ibT0cZ6adXsVyO_chFNnOonq4Yor3fBo84gpMrLBpvPJOJVgnUMD_0Vy9tIJJfmFE-EU5XWyg-lG6KvX8xxe_1egLx5ETv9_KMUpgBj0jFVCXB2A_7T6pSsg79UfimsESU=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npD8ibT0cZ6adXsVyO_chFNnOonq4Yor3fBo84gpMrLBpvPJOJVgnUMD_0Vy9tIJJfmFE-EU5XWyg-lG6KvX8xxe_1egLx5ETv9_KMUpgBj0jFVCXB2A_7T6pSsg79UfimsESU=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npD8ibT0cZ6adXsVyO_chFNnOonq4Yor3fBo84gpMrLBpvPJOJVgnUMD_0Vy9tIJJfmFE-EU5XWyg-lG6KvX8xxe_1egLx5ETv9_KMUpgBj0jFVCXB2A_7T6pSsg79UfimsESU=w397-h298-k-no']",['pantai']
758,Bukit Wairinding,"Makamenggit, Nggaha Oriangu, Nusa Tenggara Tim.",4.8,166,"Wisata Bukit Wairinding adalah sebuah wisata yang terletak di Makamenggit, Nggaha Oriangu, Nusa Tenggara Timur. Wisata ini menawarkan keindahan alam yang indah dan menjadi pilihan yang tepat untuk relaksasi dan menjauh sejenak dari hiruk pikuk kegiatan sehari-hari.","{'latitude': -9.6796125, 'longitude': 120.1012969}",https://www.google.com/maps/place/Bukit+Wairinding/data=!4m7!3m6!1s0x2c4b7b5835cb00a1:0xc5d77dabddd06b10!8m2!3d-9.6796125!4d120.1012969!16s%2Fg%2F11h8jkx0hk!19sChIJoQDLNVh7SywREGvQ3at918U?authuser=0&hl=id&rclk=1,Nusa Tenggara Timur,"['https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBN5xXFGhZrb34i24qE4ic07b42T1qUQ4OP9XBeF-fb9BIZIh1533XfpfCj_eiF1p9nivMlNC0aLT718JDnrc_jQd-Yd-KmRX9N9fIJ4AW0j5PzHTsiSNx7SUDq1BXLrOrLMzhWA=w114-h86-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBN5xXFGhZrb34i24qE4ic07b42T1qUQ4OP9XBeF-fb9BIZIh1533XfpfCj_eiF1p9nivMlNC0aLT718JDnrc_jQd-Yd-KmRX9N9fIJ4AW0j5PzHTsiSNx7SUDq1BXLrOrLMzhWA=w408-h306-k-no', 'https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBN5xXFGhZrb34i24qE4ic07b42T1qUQ4OP9XBeF-fb9BIZIh1533XfpfCj_eiF1p9nivMlNC0aLT718JDnrc_jQd-Yd-KmRX9N9fIJ4AW0j5PzHTsiSNx7SUDq1BXLrOrLMzhWA=w397-h298-k-no']",['gunung']
